Hierarchy Path,Section,Name,Image Link,Description
Building Signs > HPD Signs > Gas Leak Notice,Customization / Option,Gas Leak Notice,https://signsny.com/wp-content/uploads/2025/07/gass-leak-notice-sign-nyc.jpg,"Owners of dwellings are mandated to furnish tenants with a notice on procedures for suspected gas leaks. This notice must be provided to each tenant and prospective tenant during lease issuance or renewal, encompassing all tenant-occupied units within 1- and 2-family homes, and be displayed in a common area of the building."
Building Signs > HPD Signs > Carbon Monoxide Sign,Customization / Option,Carbon Monoxide Sign,https://signsny.com/wp-content/uploads/2025/07/carbon-monoxide-sign-nyc.jpg,"In accordance with HMC § 27-2046.1, property owners are obligated to exhibit an HPD-approved Carbon Monoxide Detecting Device Requirement Notice within a common area of the building. The specific stipulations regarding this mandate are delineated in Section 12-12.1 of Chapter 12 of the Rules of the City of New York."
Building Signs > HPD Signs > Smoke Detector Notice Sign,Customization / Option,Smoke Detector Notice Sign,https://signsny.com/wp-content/uploads/2025/07/smoke-detector-notice-sign.jpg,"Owners of Class A multiple dwellings are mandated to post a Smoke Detecting Devices Notice, approved by HPD, at or near the mailboxes as per 28 RCNY § 12-01. Alternatively, owners may opt to post a combined notice for Smoke and Carbon Monoxide Detecting Devices alongside Gas Leak Procedures."
Building Signs > HPD Signs > Fire Safety Notice,Customization / Option,Fire Safety Notice,https://signsny.com/wp-content/uploads/2025/07/fire-safety-notice.jpg,Owners of apartment buildings with three or more apartments are mandated to post an Emergency Preparedness Notice on the interior of all apartment entrance doors and in the lobby or common area. Notices should be tailored based on the building’s construction type: Non-combustible Fireproof Building Sample Notice Combustible Non-fireproof Building Sample Notice.
Building Signs > HPD Signs > Housing Information Guide,Customization / Option,Housing Information Guide,,"In line with NYC Administrative Code § 26-1103, a notice regarding the availability of a Housing Information Guide for Tenants and Owners, titled the ABCs of Housing, must be posted in a conspicuous location within the multiple dwelling, specifically in the area where mail is delivered."
Building Signs > HPD Signs > Building Registration Number Sign,Customization / Option,Building Registration Number Sign,,"An HPD building registration number sign displaying the serial number assigned to the building by HPD is required to be posted in the entrance hall of the building. This serial number signage HMC § 27-2107 should also include the building’s street address, and information about the superintendent, janitor, or housekeeper."
Building Signs > HPD Signs > Garbage Collection,Customization / Option,Garbage Collection,,"Owners are required to post a sign in the building lobby indicating the current hours and method of garbage collection when there is no 24-hour dumbwaiter service, with the sign being enclosed in plastic or a frame to prevent vandalism or tampering, as stipulated by HMC § 27-2022."
Building Signs > HPD Signs > Janitor Name/Address Sign,Customization / Option,Janitor Name/Address Sign,,"A sign containing the name, address, apartment number, and telephone number of the janitor or housekeeper must be posted at the entrance of the building, as stipulated by HMC § 27-2053."
Building Signs > HPD Signs > Shut the Door Signs,Customization / Option,Shut the Door Signs,,"The “Shut the Door” notice, as directed by Local Law 115, requires owners of multiple dwellings to post a notice in conspicuous locations, advising individuals to close all doors behind them during a fire evacuation to contain the fire and limit smoke spread. Any missing or damaged notices must be promptly replaced."
Building Signs > HPD Signs > Inspection Visit Frame,Customization / Option,Inspection Visit Frame,,"As per the law (Reference: MDL § 329), owners must provide a frame for a 6″ x 9″ inspection visit card, positioned 48-62 inches above the floor, preferably near the mailbox or in a suitable location within the vestibule or entrance. The HPD inspector will supply the inspection card, with owners required to complete any incomplete sections."
Building Signs > HPD Signs > Boiler Room / Heating System Sign,Customization / Option,Boiler Room / Heating System Sign,,"An owner is required to display the name and location of the individual possessing the boiler room key on notices approved by HPD, designated as HPD heating system signs. One notice should be prominently placed in the lobby, and another on the boiler room’s entrance door, as mandated by HMC § 27-2033."
Building Signs > HPD Signs > Floor Number Sign,Customization / Option,Floor Number Sign,,"DOB and HPD require owners to install floor and apartment number signs to assist first responders and guests in identifying their location within the building, especially in larger structures. These signs are mandatory for all HPD properties and new constructions by DOB. As per HMC § 27-2048, owners must either paint or post a sign indicating the floor number on each floor."
Building Signs > HPD Signs > Street Number on Dwelling,Customization / Option,Street Number on Dwelling,,"Owners are required to post and maintain a visible street number on the front of the building, as per HMC § 27-2049. The street number must be discernible from the sidewalk."
Building Signs > HPD Signs > Maximum Occupancy in Rooms,Customization / Option,Maximum Occupancy in Rooms,,"In compliance with HMC § 27-2075, rooms in Hotels and Class B rooming units must have a sign posted inside, indicating the maximum occupancy."
Building Signs > HPD Signs > Disaster Response Signage,Customization / Option,Disaster Response Signage,,"Owners of residential dwellings, wherein at least one unit is not occupied by the owner, are required to post an Emergency Notification under the following circumstances: prior to a weather emergency, post-natural disaster, and upon being informed of a utility outage expected to last more than 24 hours. This requirement is stipulated by HMC § 27-2005 (Local Law 47 of 2015).bv"
Building Signs > HPD Signs > Interruption of Service Notice,Customization / Option,Interruption of Service Notice,,"As stipulated by HMC § 27-2005 (Local Law 47 of 2015), owners of a multiple dwelling are required to display a Notice of Interruption of Services at least twenty-four hours before undertaking repairs or other work that will disrupt heat, hot water, cold water, gas, or electricity service for a duration of two or more hours."
Building Signs > HPD Signs > Bedbug Annual Filling Recepit,Customization / Option,Bedbug Annual Filling Recepit,,"Property owners are mandated to post the Bedbug Annual Filing Receipt in a prominent location or distribute it to tenants upon commencement of a new lease or with each lease renewal, notifying tenants of the bedbug infestation history of the building, as stipulated by HMC § 27-2005 (Local Law 47 of 2015)."
Building Signs > HPD Signs > Safe Construction Bill of Rights,Customization / Option,Safe Construction Bill of Rights,,"Property owners of multiple dwellings are required to distribute and post a Safe Construction Bill of Rights notice: upon application for a work permit not relating to minor alterations or ordinary repairs; concurrently with the owner’s notification to the department regarding an emergency work permit; or, for new buildings, immediately upon application for a temporary certificate of occupancy."
Building Signs > Video Surveillance Signs > Aluminum,Customization / Option,Aluminum,https://signsny.com/wp-content/uploads/2025/06/pvc-with-metal.jpg,"There are many different types of metal used for video surveillance signs. Aluminum is one of the most popular, durable metals for outdoor customized signs."
Building Signs > Video Surveillance Signs > Corrugated Plastic,Customization / Option,Corrugated Plastic,https://signsny.com/wp-content/uploads/2025/06/corrugated-plastic.jpg,Corrugated plastic material is a rigid plastic usually used for manufacturing lightweight and long-lasting video surveillance signs that work well outdoors.
Building Signs > Fire Safety Signs > Fire Extinguisher,Customization / Option,Fire Extinguisher,https://signsny.com/wp-content/uploads/2025/06/fire-extinguisher-signs-new-york.jpg,These often feature a directional arrow for even easier navigation.
Building Signs > Fire Safety Signs > Sprinkler System,Customization / Option,Sprinkler System,https://signsny.com/wp-content/uploads/2025/06/building-sprinkler-system-fire-safety-signs.jpg,"Most buildings are also required to have a sprinkler system to curb fires more quickly. These signs can let people know if that system is automatic, have an automatic shut off, if there is no sprinkler system, and more."
Building Signs > Fire Safety Signs > Emergency Exits,Customization / Option,Emergency Exits,https://signsny.com/wp-content/uploads/2025/06/emergency-exit-fire-safety-signs.jpg,"Posted on the doors of emergency exits, these signs keep people from exiting unless it’s an emergency like a fire and/or inform them of an alarm that will go off if it’s opened."
Building Signs > Fire Safety Signs > Fire Hose/Fire Pump Room,Customization / Option,Fire Hose/Fire Pump Room,https://signsny.com/wp-content/uploads/2025/06/fire-pump-room-safety-signs.jpg,"These let emergency personnel know where a fire hose is to begin addressing the fire and where the sprinkler system’s water supply is, respectively."
Building Signs > Fire Safety Signs > Fire Door,Customization / Option,Fire Door,https://signsny.com/wp-content/uploads/2025/06/fire-door-closed-safety-signs.jpg,"Certain doors between building floors are usually kept closed when not being moved through, to prevent the rapid spread of fire. This sign keeps people from propping it open."
Building Signs > Fire Safety Signs > Smoke Detector,Customization / Option,Smoke Detector,https://signsny.com/wp-content/uploads/2025/06/smoke-detector-safety-signs-new-york.jpg,This sign assures room occupants that smoke detectors are installed and in good working order in designated locations.
